10004,VA,540,U.S. House,2023,Jennifer L. McClellan,DEM,82040,TRUE
10004,VA,540,U.S. House,2023,Leon Benjamin Sr.,REP,28083,FALSE
9357,TN,492,U.S. House,2022,Steve Cohen,DEM,93800,TRUE
9306,OH,418,U.S. House,2022,Amy Rippel-Elton,DEM,84893,FALSE
9308,OH,420,U.S. House,2022,David P. Joyce,REP,183389,TRUE
9308,OH,420,U.S. House,2022,Matt Kilboy,DEM,113639,FALSE
9309,OH,421,U.S. House,2022,Mike Carey,REP,143112,TRUE
9309,OH,421,U.S. House,2022,Gary Josephson,DEM,108139,FALSE
9399,VA,537,U.S. House,2022,"Herbert C. ""Herb"" Jones Jr.",DEM,147229,FALSE
9399,VA,537,U.S. House,2022,Rob J. Wittman,REP,191828,TRUE
9399,VA,537,U.S. House,2022,David Bruce Foster,IND,3388,FALSE
9401,VA,539,U.S. House,2022,"Robert C. ""Bobby"" Scott",DEM,139659,TRUE
9401,VA,539,U.S. House,2022,Terry T. Namkung,REP,67668,FALSE
9402,VA,540,U.S. House,2022,A. Donald McEachin,DEM,159044,TRUE
9402,VA,540,U.S. House,2022,Leon Benjamin Sr.,REP,85503,FALSE
9404,VA,542,U.S. House,2022,Jennifer Lynn Lewis,DEM,95410,FALSE
9404,VA,542,U.S. House,2022,Ben L. Cline,REP,173352,TRUE
9405,VA,543,U.S. House,2022,Abigail A. Spanberger,DEM,143357,TRUE
9229,MT,312,U.S. House,2022,John Lamb,LIB,9593,FALSE
9405,VA,543,U.S. House,2022,Yesli I. Vega,REP,130586,FALSE
9407,VA,545,U.S. House,2022,Taysha Lee DeVaughan,DEM,66027,FALSE
9407,VA,545,U.S. House,2022,H. Morgan Griffith,REP,182207,TRUE
9420,WV,578,U.S. House,2022,Carol Miller,REP,151511,TRUE
9420,WV,578,U.S. House,2022,Lacy Watson,DEM,65428,FALSE
9420,WV,578,U.S. House,2022,Belinda Fox-Spencer,IND,10257,FALSE
9421,WV,579,U.S. House,2022,Alexander X. Mooney,REP,160493,TRUE
9421,WV,579,U.S. House,2022,Barry Lee Wendell,DEM,84278,FALSE
9316,OR,436,U.S. House,2022,Christopher A. Mann,REP,99042,FALSE
9316,OR,436,U.S. House,2022,Suzanne Bonamici,DEM,210682,TRUE
9317,OR,437,U.S. House,2022,Joe Yetter,DEM,99882,FALSE
9317,OR,437,U.S. House,2022,Cliff S. Bentz,REP,208369,TRUE
9318,OR,438,U.S. House,2022,Earl Blumenauer,DEM,212119,TRUE
9318,OR,438,U.S. House,2022,Joanna Harbour,REP,79766,FALSE
9318,OR,438,U.S. House,2022,David E. Delk,PRO,10982,FALSE
9319,OR,439,U.S. House,2022,Alek Skarlatos,REP,146055,FALSE
9319,OR,439,U.S. House,2022,Mike A. Beilstein,PG,6033,FALSE
9319,OR,439,U.S. House,2022,Levi C. Leatherberry,IND,9052,FALSE
9319,OR,439,U.S. House,2022,Val Hoyle,DEM,171372,TRUE
9319,OR,439,U.S. House,2022,Jim Howard,CON,6075,FALSE
9320,OR,440,U.S. House,2022,Lori Chavez-DeRemer,REP,178813,TRUE
9320,OR,440,U.S. House,2022,Jamie McLeod-Skinner,DEM,171514,FALSE
9259,NY,380,U.S. House,2022,Grace Meng,DEM,85049,TRUE
9259,NY,380,U.S. House,2022,Tom Zmich,REP,44264,FALSE
9259,NY,380,U.S. House,2022,Tom Zmich,CON,3240,FALSE
9259,NY,380,U.S. House,2022,Tom Zmich,OTH,431,FALSE
9260,NY,381,U.S. House,2022,Nydia M. Velázquez,DEM,95645,TRUE
9260,NY,381,U.S. House,2022,Nydia M. Velázquez,WFP,23828,TRUE
