9552,GA,155,U.S. Senate,2022,Herschel Junior Walker,REP,1721244,FALSE
9552,GA,155,U.S. Senate,2022,Raphael Warnock,DEM,1820633,TRUE
8933,LA,233,U.S. Senate,2022,Beryl A. Billiot,NPA,9378,FALSE
8933,LA,233,U.S. Senate,2022,Thomas Wenn,OTH,1322,FALSE
8933,LA,233,U.S. Senate,2022,Syrita Steib,DEM,31568,FALSE
8933,LA,233,U.S. Senate,2022,Aaron C. Sigler,LIB,4865,FALSE
8933,LA,233,U.S. Senate,2022,Salvador P. Rodriguez,DEM,7767,FALSE
8933,LA,233,U.S. Senate,2022,Luke Mixon,DEM,182887,FALSE
8933,LA,233,U.S. Senate,2022,"MV ""Vinny"" Mendoza",DEM,11910,FALSE
8933,LA,233,U.S. Senate,2022,Bradley McMorris,IND,5388,FALSE
8933,LA,233,U.S. Senate,2022,W. Thomas La Fontaine Olson,NPA,1676,FALSE
8933,LA,233,U.S. Senate,2022,John Kennedy,REP,851568,TRUE
8933,LA,233,U.S. Senate,2022,Xan John,OTH,2753,FALSE
8933,LA,233,U.S. Senate,2022,Devin Lance Graham,REP,25275,FALSE
8933,LA,233,U.S. Senate,2022,Gary Chambers,DEM,246933,FALSE
8926,HI,160,U.S. Senate,2022,Dan Decker,OTH,2208,FALSE
8926,HI,160,U.S. Senate,2022,Emma Jane A. Pohlman,GRE,4142,FALSE
8926,HI,160,U.S. Senate,2022,Feena M. Bonoan,LIB,4915,FALSE
8926,HI,160,U.S. Senate,2022,Bob McDermott,REP,106358,FALSE
8926,HI,160,U.S. Senate,2022,Brian Schatz,DEM,290894,TRUE
8927,ID,173,U.S. Senate,2022,Mike Crapo,REP,358539,TRUE
8927,ID,173,U.S. Senate,2022,Idaho Sierra Law,LIB,4126,FALSE
8927,ID,173,U.S. Senate,2022,Scott Oh Cleveland,IND,49917,FALSE
8927,ID,173,U.S. Senate,2022,David Roth,DEM,169808,FALSE
8927,ID,173,U.S. Senate,2022,Ray J. Writz,CON,8500,FALSE
8931,KS,214,U.S. Senate,2022,Jerry Moran,REP,602976,TRUE
8931,KS,214,U.S. Senate,2022,David C. Graham,LIB,29766,FALSE
8931,KS,214,U.S. Senate,2022,Mark R. Holland,DEM,372214,FALSE
8919,AZ,33,U.S. Senate,2022,Lester Ralph Maul,W,95,FALSE
8919,AZ,33,U.S. Senate,2022,William Michael Taylor,W,8,FALSE
8919,AZ,33,U.S. Senate,2022,Todd James Smeltzer,W,6,FALSE
8919,AZ,33,U.S. Senate,2022,Ty Richard McLean,W,21,FALSE
8919,AZ,33,U.S. Senate,2022,Roxanne Renee Rodriguez,W,20,FALSE
8919,AZ,33,U.S. Senate,2022,Edward Davida,W,3,FALSE
8919,AZ,33,U.S. Senate,2022,Christopher Bullock,W,27,FALSE
8919,AZ,33,U.S. Senate,2022,Sherrise Bordes,W,17,FALSE
8919,AZ,33,U.S. Senate,2022,Marc Victor,LIB,53762,FALSE
8919,AZ,33,U.S. Senate,2022,Mark Kelly,DEM,1322027,TRUE
8919,AZ,33,U.S. Senate,2022,Blake Masters,REP,1196308,FALSE
8922,CO,99,U.S. Senate,2022,Frank Atwood,AVP,11354,FALSE
8922,CO,99,U.S. Senate,2022,Brian Peotter,LIB,43534,FALSE
8922,CO,99,U.S. Senate,2022,T.J. Cole,UTY,16379,FALSE
8922,CO,99,U.S. Senate,2022,Joe O'Dea,REP,1031693,FALSE
8922,CO,99,U.S. Senate,2022,Michael Bennet,DEM,1397170,TRUE
8924,FL,139,U.S. Senate,2022,Moses Quiles,W,33,FALSE
8924,FL,139,U.S. Senate,2022,Howard Knepper,W,2,FALSE
8924,FL,139,U.S. Senate,2022,Edward A. Gray,W,190,FALSE
8924,FL,139,U.S. Senate,2022,Uloma Uma Ekpete,W,42,FALSE
8924,FL,139,U.S. Senate,2022,Tuan T.Q. Nguyen,NPA,17385,FALSE
8924,FL,139,U.S. Senate,2022,Steven B. Grant,NPA,31816,FALSE
8924,FL,139,U.S. Senate,2022,Dennis Misigoy,LIB,32177,FALSE
8924,FL,139,U.S. Senate,2022,Val Demings,DEM,3201522,FALSE
8924,FL,139,U.S. Senate,2022,Marco Rubio,REP,4474847,TRUE
8940,NC,330,U.S. Senate,2022,Michelle Estelle Lewis,W,137,FALSE
8940,NC,330,U.S. Senate,2022,Matthew Hoh,GRE,29934,FALSE
8940,NC,330,U.S. Senate,2022,Shannon W. Bray,LIB,51640,FALSE
8940,NC,330,U.S. Senate,2022,Cheri Beasley,DEM,1784049,FALSE
8940,NC,330,U.S. Senate,2022,Ted Budd,REP,1905786,TRUE
8937,NV,373,U.S. Senate,2022,Neil Scott,LIB,6422,FALSE
8937,NV,373,U.S. Senate,2022,Barry Rubinson,IAP,5208,FALSE
8937,NV,373,U.S. Senate,2022,Barry Lindemann,NPA,8075,FALSE
8937,NV,373,U.S. Senate,2022,Adam Paul Laxalt,REP,490388,FALSE
8937,NV,373,U.S. Senate,2022,Catherine Cortez Masto,DEM,498316,TRUE
8928,IL,195,U.S. Senate,2022,Kathy Salvi,REP,1701055,FALSE
8928,IL,195,U.S. Senate,2022,Bill Redpath,LIB,68671,FALSE
8928,IL,195,U.S. Senate,2022,Constant G. Vlakancic,W,11,FALSE
8928,IL,195,U.S. Senate,2022,Lowell Martin Seida,W,23,FALSE
8928,IL,195,U.S. Senate,2022,Tammy Duckworth,DEM,2329136,TRUE
8943,OK,434,U.S. Senate,2022,Micahael L. Delaney,IND,20907,FALSE
8943,OK,434,U.S. Senate,2022,Madison Horn,DEM,369370,FALSE
8943,OK,434,U.S. Senate,2022,James Lankford,REP,739960,TRUE
8943,OK,434,U.S. Senate,2022,Kenneth D. Blevins,LIB,20495,FALSE
9482,OK,433,U.S. Senate,2022,Ray Woods,IND,17063,FALSE
9482,OK,433,U.S. Senate,2022,Kendra Horn,DEM,405389,FALSE
9482,OK,433,U.S. Senate,2022,Markwayne Mullin,REP,710643,TRUE
9482,OK,433,U.S. Senate,2022,Robert Murphy,LIB,17386,FALSE
8946,SC,478,U.S. Senate,2022,Krystle Matthews,DEM,627616,FALSE
8946,SC,478,U.S. Senate,2022,Tim Scott,REP,1066274,TRUE
8951,WI,576,U.S. Senate,2022,Adam Nicholas Paul,W,67,FALSE
8951,WI,576,U.S. Senate,2022,Ron Johnson,REP,1337185,TRUE
8951,WI,576,U.S. Senate,2022,Mandela Barnes,DEM,1310467,FALSE
8938,NH,345,U.S. Senate,2022,Jeremy Kauffman,LIB,12390,FALSE
8938,NH,345,U.S. Senate,2022,Maggie Hassan,DEM,332193,TRUE
8938,NH,345,U.S. Senate,2022,Donald C. Bolduc,REP,275928,FALSE
8941,ND,334,U.S. Senate,2022,Rick Becker,IND,44406,FALSE
